knee_angle_left,knee_angle_right,knee_angle_avg,hip_angle_left,hip_angle_right,ankle_angle_left,ankle_angle_right,back_angle,hip_hinge_angle,frontal_weight,foot_asymmetry,knee_cave_pct_left,knee_cave_pct_right,knee_over_toe_left,knee_over_toe_right,shoulder_width,hip_width,elbow_width,elbow_flare_pct,elbow_flare_angle_lateral,arm_angle_left,arm_angle_right,wrist_dev_left,wrist_dev_right,phase_code,ELBOW_FLARE,ELBOW_INSUFFICIENT_RANGE,WRIST_BENT,score
76.44,82.02,79.22999999999999,13.01,3.39,122.39,178.39,73.2,8.2,0.899,0.010264223252111848,0.9665000536294988,-0.8756046465414724,-0.009087083024195641,-0.009978357401080329,0.19305251918221222,0.1942597053901151,0.22913083110597177,18.68834039389411,84.86922877916913,16.59,66.74,0.04208141797924414,0.1549014678464642,3,NONE,NONE,MEDIUM,85.0
58.15,83.5,70.825,6.21,5.7,86.99,157.25,71.42,6.21,0.109,0.009061888423212427,2.9737035007432633,0.7821240536854679,0.009304237897285517,0.025823352700046376,0.0008560145324369994,0.0636092054967696,0.009553823584631638,1016.0819381690551,33.030760508525944,98.62,65.88,0.09011047023964791,0.09666725510357221,3,NONE,MEDIUM,MEDIUM,70.0
71.92,76.42,74.17,2.83,3.26,147.75,172.91,74.61,2.83,0.334,0.0031413898758381187,-0.05237870490902852,0.9290612033206802,-0.024569245655517935,0.007177687014322198,0.08313654256382147,0.08581512514572878,0.11887057940148826,42.98234655384523,73.71693141247079,162.12,95.66,0.06136393383111577,0.22605587073830702,3,NONE,MEDIUM,MEDIUM,70.0
63.73,73.38,68.55499999999999,8.81,9.93,57.64,152.07,84.34,9.37,0.798,0.01946657645902994,4.356917040384611,-0.8715755423689076,0.008099218037113443,0.007703203215606358,0.15004796744013055,0.10919957736989996,0.07168516835437178,-52.22516534056064,16.311814155025115,116.91,27.5,0.0972701850480856,0.08721206867715181,3,NONE,MEDIUM,MEDIUM,70.0
104.09,90.95,97.52000000000001,9.8,3.27,119.72,71.85,81.57,9.8,0.0,0.03183408280095268,-4.054337893898446,-0.11444140290241545,-0.03221084463460222,0.023142750338589868,0.02882334005343934,0.05709721585177188,0.01643903256055801,-42.96624704118416,63.931328134062774,102.68,126.24,0.16759009552904391,0.1980295582217989,2,NONE,MEDIUM,MEDIUM,70.0
85.88,75.03,80.455,6.66,3.96,160.5,142.93,75.08,6.17,0.365,0.002504257335027016,-1.4055913011090992,0.13752563762066128,-0.003492052947850932,0.020696950602921982,0.06775251064254328,0.13479778274827758,0.12059099679465629,77.98749544630832,74.89707853159177,112.32,69.02,0.07869451453826853,0.10642147086175169,3,NONE,MEDIUM,MEDIUM,70.0
129.0,127.9,128.45,43.49,49.72,166.04,164.56,84.14,43.49,0.11,0.0044575316232138285,-0.4623458559939675,-0.15640627354170933,0.00044570536880528255,-0.013714973751855819,0.0005560727227990059,0.06391427774524755,0.010781143477904265,1838.8009941644164,5.840113936201316,128.16,75.36,0.0855657257477192,0.16734215130036578,2,NONE,MEDIUM,MEDIUM,70.0
86.16,94.85,90.505,14.04,14.5,170.34,168.33,74.57,14.13,0.409,0.004642304645199324,0.5862386590106128,1.085747848290608,-0.0004340141212548221,0.0032638426333710946,0.09268446740487146,0.0989400419445593,0.11038020583148767,19.092453052911562,59.852222444487566,170.17,78.35,0.011131576535683085,0.11865692302657926,3,NONE,MEDIUM,NONE,85.0
85.75,78.07,81.91,0.03,3.4,142.07,167.31,83.53,0.03,0.0,0.013138071906397375,-0.9107791433693613,-2.619753892558374,0.015583856699237397,-0.0252408387157792,0.010313377396799495,0.04427338087030605,0.006854548273654504,-33.537307809741876,35.26295562441676,39.8,132.46,0.08640587027656027,0.18643533893329622,3,NONE,NONE,MEDIUM,85.0
116.44,107.82,112.13,29.45,33.51,146.59,158.51,80.49,31.48,0.905,0.005005584624784842,-1.0328895036473218,0.48539915192681304,0.010552486738568123,-0.01414343681129715,0.1867707103506604,0.2116713185800793,0.20922474527517537,12.022246358841663,78.47764107684853,2.14,73.61,0.011325650728371717,0.15695351383899525,2,NONE,NONE,NONE,100.0
92.59,91.94,92.265,12.62,13.66,166.88,134.36,79.5,13.14,0.976,0.002652802057450443,-0.1434538189514667,0.23332292485949147,-0.005346855064792488,-0.02479474557235628,0.14208430173067332,0.22368597685242642,0.2010282825878545,41.48521697274617,3.9626244142295985,108.88,172.98,0.11901126170859433,0.0658875102272416,2,HIGH,MEDIUM,MEDIUM,45.0
79.82,92.56,86.19,1.94,1.31,136.64,175.42,87.89,1.94,0.014,0.04820570068057051,2.8329678435424444,1.7744436878481595,-0.003925798766229505,0.01917695045136325,0.03458191246621234,0.06571105026825641,0.0010689772494809624,-96.90885444659723,2.2261493370860244,120.39,71.57,0.044788296298125474,0.17883473669227856,3,NONE,MEDIUM,MEDIUM,70.0
81.78,82.12,81.95,4.07,2.74,159.31,178.61,87.38,4.07,0.008,0.00772158391985267,0.5466951755669303,0.1244680826442024,0.009792174996032688,0.002168144693010743,0.027758533080228354,0.06327627229199062,0.01128658521143111,-59.34012370606775,61.39862737617614,177.58,113.47,0.0069161602332480365,0.12997147095309225,3,NONE,MEDIUM,NONE,85.0
106.85,115.34,111.095,36.73,42.19,163.06,166.08,73.96,39.46,0.96,0.012934224084517942,1.7648632845918721,-0.07951214237951199,0.009507842827875201,0.0038302510179195615,0.1634910400178955,0.20573877956969927,0.19045522575816404,16.492760543524028,77.57971516267584,76.42,148.93,0.08934452653687852,0.07373938055047413,2,NONE,MEDIUM,MEDIUM,70.0
89.53,88.92,89.225,6.27,2.66,113.69,161.59,85.42,6.27,0.0,0.026602573977247967,0.7352512160909486,1.9004002119887509,0.03529760202691984,0.017374492543834275,0.012080651301642709,0.024250097274455373,0.01797259412304164,48.771731542303144,49.916917880677296,100.57,121.28,0.08695948531749903,0.10433205434522996,3,NONE,MEDIUM,MEDIUM,70.0
85.98,75.32,80.65,4.04,6.01,159.07,87.23,86.95,4.04,0.175,0.024793424191966174,1.7257756929959234,-3.922826696401449,-0.006594175846331929,0.024052802388538796,0.04817025181432838,0.15549872748784926,0.12044879692374044,150.04809480342513,26.48306788802556,109.06,14.09,0.10413336093180958,0.022421791521464285,3,NONE,MEDIUM,MEDIUM,70.0
69.64,80.81,75.225,5.85,0.9,177.71,105.41,74.16,5.85,0.258,0.017595176077642383,-0.4586363977488961,-0.6134637225764239,-0.0037789728812129275,0.02390582264375063,0.0828215495244321,0.09350437012294888,0.08150676799838474,-1.5874872344177802,27.725924940391806,4.34,160.03,0.0046094822847854156,0.038458363189157185,3,NONE,NONE,NONE,100.0
71.58,68.41,69.995,13.29,8.41,165.87,83.32,80.62,12.39,0.368,0.034764190351058044,-1.6415208625828681,-1.6486271076622483,-0.00831082995079685,0.013550054979797888,0.07542028435519155,0.14162661799322915,0.09462296313054835,25.460894160676805,70.31665510626316,38.24,52.59,0.13036172124669104,0.02998059584589563,3,NONE,NONE,MEDIUM,85.0
110.2,105.41,107.805,39.18,35.85,117.63,23.58,64.88,39.18,0.0,0.03731157589866807,-2.0412526234068586,0.6686274127183978,0.04991598532748315,0.015671854380884198,0.02374066766859273,0.03373019361092133,0.014889605177192289,-37.28228125239202,41.140525958265975,84.36,122.8,0.050248928920909264,0.12133930424175088,2,NONE,MEDIUM,MEDIUM,70.0
146.57,139.91,143.24,65.18,59.16,155.44,170.26,81.76,63.91,0.423,0.014573008050900116,0.03852025033647122,-0.7793893004479191,-0.01916962611736528,-0.011629477955994338,0.09210780964645915,0.11307857928608533,0.08958857912574936,-2.7350889467238977,33.94448981584028,112.2,48.18,0.10877396794450178,0.11647753275002282,2,NONE,MEDIUM,MEDIUM,70.0
94.97,72.32,83.645,9.5,11.12,172.11,167.21,77.71,9.86,0.447,0.03107539225738054,-1.4114421974745939,-1.0801130234206813,-0.023107607304718947,-0.006043118343845633,0.09972582483811238,0.14394768210221204,0.10446975489252541,4.756972491442399,83.69884932797862,168.06,88.38,0.023708124155838173,0.1966025401711773,2,HIGH,MEDIUM,NONE,60.0
152.8,138.52,145.66000000000003,65.21,59.54,155.6,150.89,84.24,62.38,0.962,0.005118282201257762,-0.7827092228766375,-1.4056563975035075,-0.024303601771917815,-0.00915482920019961,0.14948997256886298,0.2016432752917237,0.15500700678163748,3.6905714262761395,13.686749323888252,142.68,92.58,0.13885255135086172,0.18948905508026082,2,NONE,MEDIUM,MEDIUM,70.0
133.35,132.92,133.135,51.59,51.3,164.17,104.69,82.74,51.59,0.0,0.016246103463188444,0.35528914137997747,0.7938838056773423,-0.010014411953479185,0.001458962719630863,0.028921523780351177,0.04257337692215091,0.008144043030728798,-71.84089229675466,0.3776367395852696,169.34,126.86,0.016713419260531492,0.14774083882481648,2,NONE,MEDIUM,NONE,85.0
104.9,103.37,104.135,31.14,37.16,173.42,153.45,75.37,31.14,0.139,0.00352363724957494,0.5546091959424237,-0.4160279301891001,0.009404156688976373,0.007821673204451152,0.005279615565591089,0.07546641900126472,0.013605675399258388,157.702009364675,55.08838170223953,151.51,131.5,0.05234791456954935,0.09780621800100686,2,NONE,MEDIUM,MEDIUM,70.0
79.48,93.32,86.4,2.04,9.51,176.17,176.01,81.56,5.78,0.897,0.004464490265997045,0.9465416500672896,0.2122036251668069,0.008718562846021183,0.005297899519394078,0.154878457119634,0.18156615106568094,0.20553488007008608,32.707210474935934,9.529852663550324,99.66,149.71,0.14652630391496707,0.1322508919155917,3,HIGH,MEDIUM,MEDIUM,45.0
174.76,162.17,168.46499999999997,86.63,94.45,143.81,34.69,72.71,90.54,0.918,0.0011327369315130564,-5.179203247410929,1.1183050546703877,-0.039103259531853674,0.022684795457364126,0.17048415188929333,0.22009471130232022,0.19139019397492874,12.262748093565365,75.50468034052552,102.07,176.65,0.21069630921911475,0.026416022304615483,1,NONE,NONE,MEDIUM,85.0
80.92,74.86,77.89,4.79,1.2,140.38,140.87,82.56,4.79,0.085,0.010359508197591127,-1.3209242793658815,-1.6876906058166719,-0.02046800724709813,-0.03887994314478693,0.018226919427337895,0.09397385730952054,0.031426689238445715,72.41909343885047,7.7938184117741525,163.04,94.04,0.06744249308755335,0.11749497012837484,3,NONE,MEDIUM,MEDIUM,70.0
78.34,77.57,77.955,1.83,5.71,160.86,171.68,75.29,2.8,0.499,0.004984662358005765,-0.008455739639645632,0.29930454103159754,0.010567598784080146,0.008742694185650435,0.09593976812689187,0.1480293193508586,0.1102540818518255,14.920104566024422,3.359794066747549,95.36,102.29,0.18039017266955248,0.071119290937532,3,NONE,MEDIUM,MEDIUM,70.0
103.5,97.33,100.41499999999999,25.04,30.24,156.2,139.87,75.83,25.04,0.1,0.004541873796387708,-1.0281597800107178,-1.772557178819173,-0.0008678459088828361,-0.0015437956381081364,0.0037669220110215784,0.04512713351104608,0.00509165402633438,35.16749248953891,82.20515313524332,165.69,145.22,0.03370833947335805,0.026143327873726085,2,HIGH,MEDIUM,NONE,60.0
73.52,77.57,75.54499999999999,4.05,8.35,173.08,144.24,75.01,4.05,0.135,0.017366090090937147,-0.9908457562411377,0.21450639414203332,-0.006661063757981922,-0.04194847282468428,0.00403504660307441,0.07398310430185406,0.015413944950882497,282.0016586459794,44.26905149046848,100.61,83.72,0.16398932053778426,0.2541488162190047,3,NONE,MEDIUM,MEDIUM,70.0
139.16,145.13,142.14499999999998,63.16,60.94,170.17,142.14,80.72,62.05,0.949,6.873817193298049e-05,1.4720399905911952,1.0347602122918853,0.011662128751551815,-0.007836526263356736,0.15882473421650767,0.18201425948125882,0.18752161539095746,18.068269602976702,77.4663188316726,155.98,98.32,0.05470433227642224,0.20601514354408312,2,NONE,MEDIUM,MEDIUM,70.0
